word,category,sources
three,Mathematics,upgoer5
threw,Visual,upgoer5
throat,Body Parts,"ogdens_basic_english, upgoer5"
through,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
throw,Direction,"globish, upgoer5, voa_special_english"
thumb,Body Parts,ogdens_basic_english
thunder,Nature,ogdens_basic_english
thus,Mathematics,globish
ticket,Business,ogdens_basic_english
tie,Clothes,"globish, upgoer5, voa_special_english"
tight,Visual,"globish, ogdens_basic_english, upgoer5"
till,Time,ogdens_basic_english
time,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
tin,Materials,"globish, ogdens_basic_english"
tiny,Visual,"globish, upgoer5"
tire,Transport,"globish, upgoer5"
tired,Body Parts,"ogdens_basic_english, voa_special_english"
title,Education,globish
to,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
today,Time,"globish, upgoer5, voa_special_english"
toe,Body Parts,ogdens_basic_english
together,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
told,People,upgoer5
tomorrow,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
tone,Body Parts,"globish, upgoer5"
tongue,Body Parts,"globish, ogdens_basic_english, upgoer5"
tonight,Time,"globish, voa_special_english"
too,Mathematics,"globish, upgoer5, voa_special_english"
took,Time,upgoer5
tool,Tools,"globish, voa_special_english"
tooth,Body Parts,"globish, ogdens_basic_english"
top,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
torture,Political,voa_special_english
total,Mathematics,"globish, voa_special_english"
totally,Visual,upgoer5
touch,Body Parts,"globish, ogdens_basic_english, voa_special_english"
toward,Direction,"globish, upgoer5, voa_special_english"
town,Buildings,"globish, ogdens_basic_english, voa_special_english"
track,Transport,"globish, upgoer5"
trade,Business,"globish, ogdens_basic_english, voa_special_english"
tradition,Education,"globish, voa_special_english"
traffic,Transport,"globish, voa_special_english"
tragic,People,voa_special_english
train,Transport,"globish, ogdens_basic_english, voa_special_english"
transport,Transport,"ogdens_basic_english, voa_special_english"
transport*,Transport,globish
transportation,Transport,voa_special_english
trap,Agriculture,voa_special_english
travel,Business,"globish, voa_special_english"
tray,Household,ogdens_basic_english
treason,Political,"globish, voa_special_english"
treasure,Business,"globish, voa_special_english"
treat,Agriculture,voa_special_english
treatment,People,voa_special_english
treaty,Political,"globish, voa_special_english"
tree,Nature,"globish, ogdens_basic_english, voa_special_english"
trial,Political,voa_special_english
tribe,People,"globish, voa_special_english"
trick,Visual,"globish, ogdens_basic_english, voa_special_english"
trip,Transport,"globish, upgoer5, voa_special_english"
troop,War,globish
troops,War,voa_special_english
trouble,Political,"globish, ogdens_basic_english, upgoer5, voa_special_english"
trousers,Clothes,ogdens_basic_english
truce,War,voa_special_english
truck,Transport,"globish, voa_special_english"
trust,Business,"globish, upgoer5, voa_special_english"
truth,Education,upgoer5
try,Business,"globish, upgoer5, voa_special_english"
tube,Mathematics,"globish, voa_special_english"
turn,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
twenty,Mathematics,upgoer5
twice,Mathematics,globish
twist,Visual,ogdens_basic_english
two,Mathematics,upgoer5
type,Nature,upgoer5
umbrella,Household,ogdens_basic_english
under,Direction,"globish, ogdens_basic_english, voa_special_english"
understand,Education,"globish, upgoer5, voa_special_english"
unit,Mathematics,"globish, ogdens_basic_english"
unite,Political,voa_special_english
universe,Nature,"globish, voa_special_english"
university,Education,voa_special_english
unless,Education,globish
until,Time,"globish, upgoer5, voa_special_english"
up,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
upon,Direction,"globish, upgoer5"
urge,People,"globish, voa_special_english"
urgent,Time,voa_special_english
us,People,"globish, upgoer5, voa_special_english"
use,Business,"globish, ogdens_basic_english, upgoer5, voa_special_english"
usual,Time,"upgoer5, voa_special_english"
usually,Time,upgoer5
vacation,Time,voa_special_english
vaccine,Nature,voa_special_english
valley,Nature,"globish, voa_special_english"
value,Mathematics,"globish, ogdens_basic_english, voa_special_english"
vary,Mathematics,globish
vegetable,Agriculture,"globish, voa_special_english"
vehicle,Transport,"globish, voa_special_english"
verse,Education,ogdens_basic_english
version,Business,"globish, voa_special_english"
very,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
vessel,Transport,ogdens_basic_english
veto,Political,"globish, voa_special_english"
vicious,People,globish
victim,People,"globish, voa_special_english"
victory,War,"globish, voa_special_english"
video,Visual,voa_special_english
view,Visual,"globish, ogdens_basic_english"
village,Buildings,voa_special_english
violate,Political,voa_special_english
violence,War,"globish, voa_special_english"
violent,War,ogdens_basic_english
visa,Political,voa_special_english
visit,Time,"globish, upgoer5, voa_special_english"
voice,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
volcano,Nature,voa_special_english
volume,Mathematics,globish
volunteer,People,voa_special_english
vote,Political,"globish, voa_special_english"
wage,Business,globish
wages,Business,voa_special_english
wait,Time,"globish, upgoer5, voa_special_english"
waiting,Time,ogdens_basic_english
wake,Time,upgoer5
walk,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wall,Buildings,"globish, ogdens_basic_english, upgoer5, voa_special_english"
want,People,"globish, upgoer5, voa_special_english"
war,War,"globish, ogdens_basic_english, voa_special_english"
warm,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
warn,War,"globish, upgoer5, voa_special_english"
wash,Household,"globish, ogdens_basic_english, voa_special_english"
wasn't,Time,upgoer5
waste,Household,"globish, ogdens_basic_english, voa_special_english"
watch,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
water,Food/Drink,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wave,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wax,Materials,ogdens_basic_english
way,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
we,People,"globish, upgoer5, voa_special_english"
we'll,People,upgoer5
we're,People,upgoer5
we've,People,upgoer5
weak,People,"globish, voa_special_english"
wealth,Business,"globish, voa_special_english"
weapon,War,"globish, voa_special_english"
wear,Clothes,"globish, upgoer5, voa_special_english"
weather,Nature,"globish, ogdens_basic_english, voa_special_english"
week,Time,"globish, ogdens_basic_english, voa_special_english"
weigh,Agriculture,voa_special_english
weight,Mathematics,"globish, ogdens_basic_english"
weird,Visual,upgoer5
welcome,People,"globish, voa_special_english"
well,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
went,Direction,upgoer5
were,Time,upgoer5
weren't,Time,upgoer5
west,Direction,"globish, ogdens_basic_english, voa_special_english"
wet,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
what,Mathematics,globish
whatever,Nature,upgoer5
wheat,Agriculture,"globish, voa_special_english"
wheel,Transport,"globish, ogdens_basic_english, voa_special_english"
when,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
where,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
whether,Education,"globish, upgoer5"
which,Mathematics,globish
while,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
whip,Tools,ogdens_basic_english
whistle,Nature,ogdens_basic_english
white,Color,"globish, ogdens_basic_english, upgoer5, voa_special_english"
who,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
whole,Mathematics,"globish, upgoer5, voa_special_english"
why,Education,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wide,Visual,"globish, ogdens_basic_english, voa_special_english"
wife,People,"globish, voa_special_english"
wild,Nature,"globish, voa_special_english"
will,Time,"globish, ogdens_basic_english, voa_special_english"
willing,People,voa_special_english
win,Political,"globish, voa_special_english"
wind,Nature,"globish, ogdens_basic_english, voa_special_english"
window,Buildings,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wine,Food/Drink,"globish, ogdens_basic_english"
wing,Animals,"globish, ogdens_basic_english"
winter,Time,"globish, ogdens_basic_english, voa_special_english"
wipe,Household,upgoer5
wire,Materials,"globish, ogdens_basic_english, voa_special_english"
wise,Agriculture,"globish, ogdens_basic_english, voa_special_english"
wish,People,"globish, upgoer5, voa_special_english"
with,Direction,"ogdens_basic_english, upgoer5"
withdraw,Business,"globish, voa_special_english"
within,Direction,upgoer5
without,Direction,"globish, upgoer5, voa_special_english"
witness,People,voa_special_english
woke,Political,upgoer5
woman,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
women,People,upgoer5
wonder,Visual,"globish, upgoer5, voa_special_english"
wonderful,Visual,voa_special_english
wood,Materials,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wool,Materials,"globish, ogdens_basic_english"
word,Agriculture,"globish, ogdens_basic_english, upgoer5, voa_special_english"
wore,Clothes,upgoer5
work,Business,"globish, ogdens_basic_english, upgoer5, voa_special_english"
world,Nature,"globish, upgoer5, voa_special_english"
worm,Animals,ogdens_basic_english
worry,People,"globish, upgoer5, voa_special_english"
worse,Visual,"globish, upgoer5, voa_special_english"
worth,Business,"globish, voa_special_english"
wound,Body Parts,"globish, ogdens_basic_english, voa_special_english"
wow,Visual,upgoer5
wrap,Clothes,upgoer5
wreck,Transport,"globish, voa_special_english"
wreckage,Transport,voa_special_english
write,Education,"globish, upgoer5, voa_special_english"
writing,Education,ogdens_basic_english
wrong,Education,"globish, ogdens_basic_english, upgoer5, voa_special_english"
yard,Household,globish
yeah,People,upgoer5
year,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
yell,Visual,upgoer5
yellow,Color,"globish, ogdens_basic_english, voa_special_english"
yes,Education,"globish, ogdens_basic_english, upgoer5, voa_special_english"
yesterday,Time,"globish, ogdens_basic_english, voa_special_english"
yet,Time,"globish, upgoer5, voa_special_english"
you,People,"globish, ogdens_basic_english, voa_special_english"
you'd,People,upgoer5
you'll,People,upgoer5
you're,People,upgoer5
you've,People,upgoer5
young,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
your,People,upgoer5
yours,People,globish
yourself,People,upgoer5
zero,Mathematics,voa_special_english
zoo,Buildings,voa_special_english
